#;;;;;;;;;;;;;x
WARSUBSIDIES_DI;Oferta de subsídios de guerra;Offre d'indemnités de guerre;Angebot von Kriegssubventionen;;Oferta de subsidios de guerra;;;;;;;;x
CANCEL_WARSUBSIDIES_DI;Cancelação de subsidios de guerra;Annulation des indemnités de guerre;Einstellung von Kriegssubventionen;;Cancelación de subsidios de guerra;;;;;;;;x
ASKMILITARYACCESS_DI;Pedido de acesso militar;Demande d'accès militaire;Anfrage nach Militärzugang;;Solicitud de acceso militar;;;;;;;;x
CANCELASKMILITARYACCESS_DI;Cancelação de acesso militarCancellation of Military Access;Annulation d'un accès militaire;Einstellung von Militärzugang;;Cancelación de acceso militar;;;;;;;;x
GIVEMILITARYACCESS_DI;Oferta de acesso militar;Offre d'accès militaire;Angebot von Militärzugang;;Oferta de acceso militar;;;;;;;;x
CANCELGIVEMILITARYACCESS_DI;Cancelação de acesso militar;Annulation d'un accès militaire;Einstellung von Militärzugang;;Cancelación de acceso militar;;;;;;;;x
ALLIANCE_DI;Oferta de aliança;Offre d'alliance;Bündnisangebot;;Oferta de alianza;;;;;;;;x
CANCELALLIANCE_DI;Quebra de aliança;Alliance rompue;Bündnis gebrochen;;Alianza disuelta;;;;;;;;x
CALLALLY_DI;Chamar aliado;Faire appel à un allié;Bündnisparter zu Hilfe rufen;;Conseguir aliado;;;;;;;;x
DISCREDIT_DI;Desacreditar;Discréditer;In Verruf bringen;;Desprestigio;;;;;;;;x
EXPELADVISORS_DI;Expulsão de assessores;Expulsion de conseillers;Ausweisung von Beratern;;Expulsión de consejeros;;;;;;;;x
BANEMBASSY_DI;Proibição da embaixada;Fermeture d'ambassade;Botschaftsverbannung;;Cierre de embajada;;;;;;;;x
INCREASEOPINION_DI;Aumento de opinião;Opinion en hausse;Meinungssteigerung;;Mejora de opinión;;;;;;;;x
DECREASEOPINION_DI;Diminuição de opinião;Opinion en baisse;Meinungsverringerung;;Merma de opinión;;;;;;;;x
ADDTOSPHERE_DI;Adicionar a esfera;Ajouter à la sphère;Zu Einflusssphäre hinzufügen;;Añadir a la esfera;;;;;;;;x
REMOVEFROMSPHERE_DI;Remover da esfera;Retirer de la sphère;Aus Einflusssphäre entfernen;;Eliminar de la esfera;;;;;;;;x
INCREASERELATION_DI;Aumentar relação;Améliorer les relations;Beziehung verbessern;;Mejorar relación;;;;;;;;x
DECREASERELATION_DI;Diminuir relação;Détériorer les relations;Beziehung verschlechtern;;Empeorar relación;;;;;;;;x
GUNBOAT_DI;Diplomacia de canhoneira;Diplomatie de la canonnière;Kanonenbootdiplomatie;;Diplomacia de las cañoneras;;;;;;;;x
WAR_DI;Guerra;Guerre;Krieg;;Guerra;;;;;;;;x
WARGOAL_DI;Adição de objetivo militar;Ajout d'un objectif de guerre;Hinzufügen von Kriegszielen;;Adición de objetivo bélico;;;;;;;;x
PEACE_DI;Oferta de paz;Offre de paix;Friedensangebot;;Oferta de paz;;;;;;;;x
TOPBAR_LEADERSHIP_MAX;Você já alcançou o nível máximo de liderança, §Y$MAX$§W, e não será mais acumulado.\n;Vous avez déjà atteint le stockage maximum de §Y$MAX$§W de commandement et aucun nouveau commandement ne sera accumulé.\n;Sie haben bereits die maximale Anzahl von §Y$MAX$§W Anführerpunkten erreicht - Sie können keine weiteren aufsparen.\n;;Ya has alcanzado el nivel máximo de liderazgo, §Y$MAX$§W, y no se acumulará más.\n;;;;;;;;x
IS_MOBILIZED_IRO;(As reservas estão mobilizadas);(Les réserves sont mobilisées);(Reserven sind mobilisiert);;(Las reservas están movilizadas);;;;;;;;x
ADD_CRIME;Gain §Y$NAME$§W.\n;Obtention de §Y$NAME$§W.\n;Erhaltung von §Y$NAME$§W.\n;;Obtienes §Y$NAME$§W.\n;;;;;;;;x
TOPBAR_WAR_PLUS;E seus fantoches e domínios.\n;Et leurs puppets et dominions.\n;und ihre puppetnstaaten und Dominions.\n;;Y sus satélites y dominios.\n;;;;;;;;x
CANTBUILD_FORCEDISARM;Não podemos mais construir unidades militares, já que estamos com um tratado de paz que nos obriga o desarme.;Le traité de paix qui nous a contraints à nous désarmer ne nous permet pas de construire de nouvelles unités.;Wir können keine neuen Militäreinheiten bauen, da uns ein Friedensvertrag zur Abrüstung zwingt.;;No podemos construir nuevas unidades militares, ya que estamos sometidos a un tratado de paz que nos obliga al desarme.;;;;;;;;x
SOME_LIFE_NEEDS;Necessidades básicas parcialmente cheia;Besoins vitaux partiellement satisfaits;Grundbedürfnisse teilweise;;Necesidades básicas parcialmente cubiertas;;;;;;;;x
red_shirts_title;Os Camicie rosse;Camicie rosse;Camicie Rosse;;Camisas rojas;;;;;;;;;x
red_shirts_name;As camisas vermelhas de Garibaldi;Chemises rouges de Garibaldi;Garibaldis Rothemden;;Los Camisas rojas de Garibaldi;;;;;;;;;x
red_shirts_desc;As camisas vermelhas (Camicie rosse em italiano) é o nome dado aos voluntários que serviram as ordens de Giuseppe Garibaldi na sua luta para construir um Estado-nação a partir da alta fragmentação dos estados italianos. Seu nome vem de blusas vermelhas que Garibaldi e seus homens tinham escolhido como vestuário. O carismático Garibaldi, muito popular no paí e fora do país, e geralmente visto como um combatente da liberdade, foi fundamental na obtenção da unificação italiana sob a coroa da Sardenha. Estes italianos Pan-nacionalistas luta pela unificação da Itália.;Le nom de Chemises rouges (Camicie rosse, en italien) a été donné aux volontaires qui ont servi sous Giuseppe Garibaldi afin de créer un État-nation réunissant les nombreux États italiens. Ce nom vient des chemises rouges que portaient Garibaldi et ses hommes. Le charismatique Garibaldi, célèbre en Italie comme à l'étranger et perçu comme un défenseur de la liberté, a contribué à asseoir l'unification italienne sous la couronne sarde. Ces pan-nationalistes italiens luttent pour l'unification de l'Italie.;Die Rothemden (Camicie rosse) waren Freiwillige, die unter Giuseppe Garibaldi dienten, als dieser darum kämpfte, die vielen italienischen Splitterstaaten zu einem Nationalstaat zu vereinen. Ihren Namen bekamen sie durch die roten Hemden, die Garibaldi und seine Männer trugen. Der charismatische und national wie international beliebte Garibaldi, der im Allgemeinen als Freiheitskämpfer angesehen wird, war maßgeblich an der italienischen Vereinigung unter der sardinischen Krone beteiligt. Diese italienischen Pan-Nationalisten kämpfen für die Vereinigung Italiens.;;Los Camisas rojas (Camicie rosse) eran los voluntarios que sirvieron a las órdenes de Giuseppe Garibaldi en su lucha por forjar un estado nación a partir de la gran fragmentación de estados italianos. Su nombre se debía a los blusones rojos que Garibaldi y sus hombres habían escogido como vestimenta. El carismático Garibaldi, muy popular tanto en su país como en el extranjero, y considerado por lo general como un luchador por la libertad, fue decisivo a la hora de afianzar la unificación italiana bajo la corona de Cerdeña. Estos pan-nacionalistas italianos lucharon por la unificación de Italia.;;;;;;;;;x
red_shirts_army;Expedição das mil camisas vermelhas;Expédition des Chemises rouges des Mille;Rothemden-Expedition der Tausend;;Expedición de los mil Camisas rojas;;;;;;;;;x
EVTNAME11103;Expedição dos mil!;Expédition des Mille;Expedition der Tausend!;;¡La expedición de los mil!;;;;;;;;;x
EVTDESC11103;$MONARCHTITLE$! Acaba de chegar a noticia que o celebre libertador italiano e sua 'expedição dos mil' derrotou e tomou o controle do governo $FROMCOUNTRY$. Por onde passa este grandioso combatente da liberdade, multidões de italianos seguem o seu caminho para recebê-lo, acenando a bandeira tricolor da nação italiana, como o libertador da Itália. Por conta de nossa posição dominante na península, o governo recém-formado em $FROMCOUNTRY$ avisa que aceita a posição de $COUNTRY$ como o principal ponto de potência entre iguais da Itália recém-criada.;"$MONARCHTITLE$ ! Nous avons appris que Giuseppe Garibaldi, le célèbre défenseur de la liberté italien, et ses ""Mille"" ont pris le contrôle du gouvernement de $FROMCOUNTRY$. Partout, ce vigoureux défenseur de la liberté suscite l'intérêt des nombreux Italiens, brandissant le drapeau tricolore de la nation italienne, et s'érige en libérateur de toute l'Italie. Compte tenu de notre position dominante sur la péninsule, le nouveau gouvernement de $FROMCOUNTRY$ accepte la position naturelle de $COUNTRY$ au tout premier rang de la nouvelle Italie.";$MONARCHTITLE$ Gerade erreichten uns Nachrichten, dass der berühmte italienische Freiheitskämpfer Giuseppe Garibaldi und seine 'Expedition der Tausend' die Regierungsgewalt in $FROMCOUNTRY$ übernommen haben. Wohin auch immer dieser schroffe Freiheitskämpfer geht, strömen jubelnde Italiener in Massen auf diese Straßen, um ihn als Befreier Italiens zu feiern -- dabei wedeln sie mit der Flagge der italienischen Nation. Aufgrund unserer dominanten Position auf der Halbinsel hat die neu gebildete Regierung in $FROMCOUNTRY$ bekannt gegeben, dass sie $COUNTRY$s natürliche Stellung als erster unter ebenbürtigen Partner des neuen Italiens akzeptieren.;;¡$MONARCHTITLE$! Nos acaba de llegar la noticia de que el célebre libertador italiano y su 'Expedición de los mil' han derrocado y tomado el control del gobierno en $FROMCOUNTRY$. Allá donde va este curtido luchador por la libertad, multitudes jubilosas de italianos salen a su paso a darle la bienvenida, ondeando la tricolor de la nación italiana, como libertador de toda Italia. Dada nuestra posición dominante en la península, el recién formado gobierno en $FROMCOUNTRY$ comunica que acepta la posición de $COUNTRY$ como la potencia principal entre iguales de la Italia recién constituida.;;;;;;;;;x
EVTOPTA11103;Vida longa ao Risorgimento!;Longue vie au Risorgimento !;Lang lebe Il Risorgimento!;;¡Viva el Il Risorgimento!;;;;;;;;;x
EVTOPTB11103;Quem é este homem, e oque ele quer de min?;Qui est cet homme et qu'attend-il de moi ?;Wer ist dieser Mann und was will er von mir?;;¿Quién es este hombre, y qué quiere de mí?;;;;;;;;;x
CB_DESC_HEAD;Este Casus Belli nos permite exigir: ;Ce Casus Belli nous permet de demander : ;Dieser Kriegsgrund erlaubt uns folgende Forderungen:;;Este Casus belli nos permite exigir: ;;;;;;;;;x
CB_ALLOWED_DISARMAMENT;Desarmamento obrigatório;Désarmement forcé;Erzwungene Abrüstung;;Desarme obligado;;;;;;;;;x
