RECRUITED_PERCENTAGE_LESS_THAN;Menos de §Y$VAL$§W% de soldados possíveis recrutados.\n;Moins de §Y$VAL$§W % des soldats potentiels ont été recrutés.\n;Weniger als §Y$VAL$§W% der möglichen Soldaten rekrutiert.\n;;Menos del §Y$VAL$§W% de los soldados posibles reclutados.\n;;;;;;;;x
RECRUITED_PERCENTAGE_MORE_THAN;Ao menos §Y$VAL$§W% de soldados possíveis recrutados.\n;Au moins §Y$VAL$§W % des soldats potentiels ont été recrutés.\n;Mindestens §Y$VAL$§W% der möglichen Soldaten rekrutiert.\n;;Al menos el §Y$VAL$§W% de los soldados posibles reclutados.\n;;;;;;;;x
SEPARATISM_TECH;Separatismo;Séparatisme;Separatismus;;Separatismo;;;;;;;;x
INC_RES_TECH;Pontos de pesquisa;Points de recherche;Forschungspunkte;;Puntos de investigación;;;;;;;;x
TOTAL_POPS_NOT_TR;Menos de §Y$VAL$§W pops em $WHERE$.\n;Moins de §Y$VAL$§W pop en $WHERE$.\n;Weniger als §Y$VAL$§W Bevs in $WHERE$.\n;;Menos de §Y$VAL$§W POB en $WHERE$.\n;;;;;;;;x
TOTAL_POPS_TR;Ao menos de §Y$VAL$§W pops em $WHERE$.\n;Au moins §Y$VAL$§W pop en $WHERE$.\n;Mindestens §Y$VAL$§W Bevs in $WHERE$.\n;;Al menos §Y$VAL$§W POB en $WHERE$.\n;;;;;;;;x
IS_CRIME_NOT_HIGHER_THAN_EDU_TR;Gasta mais em §Yeducação§W do que em administração.\n;Les dépenses d’§Yéducation§W sont supérieures aux dépenses d’administration.\n;Ausgaben für §YBildung§W übersteigen die für Verwaltung.\n;;Se gasta más en §Yeducación§W que en administración.\n;;;;;;;;x
IS_CRIME_HIGHER_THAN_EDU_TR;Gasta mais em §Yadministração§W do que em educação.\n;Les dépenses d’§Yadministration§W sont supérieures aux dépenses d’éducation.\n;Ausgaben für §YVerwaltung§W übersteigen die für Bildung.\n;;Se gasta más en §Yadministración§W que en educación.\n;;;;;;;;x
ANY_AT_WAR_STARTS;Qualquer país que está em guerra.;Tout pays avec lequel nous sommes en guerre.;Jedes Land, mit dem Krieg herrscht.;;Cualquier país con el que estás en guerra.;;;;;;;;x
REBEL_POWER_LESS_THAN;A ameaça rebelde é inferior a §Y$VAL$§W %.;La menace rebelle est inférieure à §Y$VAL$§W %.;Bedrohung durch Rebellen beträgt weniger als §Y$VAL$§W Prozent.;;La amenaza de los rebeldes es inferior al §Y$VAL$§W por ciento.;;;;;;;;x
REBEL_POWER_MORE_THAN;A ameaça rebelde é superior a §Y$VAL$§W %.;La menace rebelle est d’au moins §Y$VAL$§W %.;Bedrohung durch Rebellen beträgt mindestens §Y$VAL$§W Prozent.;;La amenaza de los rebeldes es de al menos el §Y$VAL$§W por ciento.;;;;;;;;x
POP_TYPE_PERC_NOT;Os $NAME$ representam menos de §Y$VAL$%§W.\n;$NAME$ : inférieur à §Y$VAL$%§W.\n;$NAME$ ist weniger als §Y$VAL$%§W.\n;;Los $NAME$ representan menos del §Y$VAL$%§W.\n;;;;;;;;x
POP_TYPE_PERC;Os $NAME$ representam, pelo menos §Y$VAL$%§W.\n;$NAME$ : supérieur à §Y$VAL$%§W.\n;$NAME$ ist mindestens §Y$VAL$%§W.\n;;Los $NAME$ representan al menos el §Y$VAL$%§W.\n;;;;;;;;x
MAJORITY_IS;A maioria da população é ;La majorité de la population est ;Bevölkerungsmehrheit ist ;;La mayoría de la población es ;;;;;;;;x
MAJORITY_IS_NOT;A maioria da população NÃO é ;La majorité de la population n’est PAS ;Bevölkerungsmehrheit ist NICHT ;;La mayoría de la población NO es ;;;;;;;;x
ICL;Islândia;Islande;Island;;Islandia;;;;;;;;x
ICL_ADJ;Islandês;islandais;Isländisch;;Islandesa;;;;;;;;x
ISR;Israel;Israël;Israel;;Israel;;;;;;;;x
ISR_ADJ;Israelense;israélien;Israelitisch;;Israelí;;;;;;;;x
BYZ;Império Bizantino;Empire byzantin;Byzantinisches Reich;;Imperio Bizantino;;;;;;;;x
BYZ_ADJ;Bizantino;byzantin;Byzantinisch;;Bizantina;;;;;;;;x
BYZ_conservative;Komma Ethnikofronon;Komma Ethnikofronon;Komma Ethnikofronon;;Komma Ethnikofronon;;;;;;;;x
BYZ_reactionary;Kómma Paleologós;Kómma Paleologós;Kómma Paleologós;;Kómma Paleologós;;;;;;;;x
BYZ_liberal;Kómma Fileleftheron;Kómma Fileleftheron;Kómma Fileleftheron;;Kómma Fileleftheron;;;;;;;;x
BYZ_anarcho_liberal;Neoteristikon Kómma;Neoteristikon Kómma;Neoteristikon Kómma;;Neoteristikon Kómma;;;;;;;;x
BYZ_socialist;Sosialistikó Kómma Byzantós;Sosialistikó Kómma Byzantós;Sosialistikó Kómma Byzantós;;Sosialistikó Kómma Byzantós;;;;;;;;x
BYZ_communist;Kommounistikó Kómma Byzantós;Kommounistikó Kómma Byzantós;Kommounistikó Kómma Byzantós;;Kommounistikó Kómma Byzantós;;;;;;;;x
BYZ_fascist;Kómma ton Eleutherofróvon;Kómma ton Eleutherofróvon;Kómma ton Eleutherofróvon;;Kómma ton Eleutherofróvon;;;;;;;;x
ISR_conservative;Herut;Herut;Herut;;Herut;;;;;;;;x
ISR_reactionary;Hazit Datit Meuhedet;Hazit Datit Meuhedet;Hazit Datit Meuhedet;;Hazit Datit Meuhedet;;;;;;;;x
ISR_liberal;Miflaga Progresivit;Miflaga Progresivit;Miflaga Progresivit;;Miflaga Progresivit;;;;;;;;x
ISR_anarcho_liberal;Tzionim Klaliym;Tzionim Klaliym;Tzionim Klaliym;;Tzionim Klaliym;;;;;;;;x
ISR_socialist;Mifleget Poalei Eretz Yisrael;Mifleget Poalei Eretz Yisrael;Mifleget Poalei Eretz Yisrael;;Mifleget Poalei Eretz Yisrael;;;;;;;;x
ISR_communist;HaMiflega HaKomunistit HaYisraelit;HaMiflega HaKomunistit HaYisraelit;HaMiflega HaKomunistit HaYisraelit;;HaMiflega HaKomunistit HaYisraelit;;;;;;;;x
ISR_fascist;Brit HaBirionim;Brit HaBirionim;Brit HaBirionim;;Brit HaBirionim;;;;;;;;x
ICL_conservative;Sjálfstaeddisflokkurinn;Sjálfstaeddisflokkurinn;Sjálfstaeddisflokkurinn;;Sjálfstaeddisflokkurinn;;;;;;;;x
ICL_reactionary;Borgaraflokkurinn;Borgaraflokkurinn;Borgaraflokkurinn;;Borgaraflokkurinn;;;;;;;;x
ICL_liberal;Framsóknarflokkurinn;Framsóknarflokkurinn;Framsóknarflokkurinn;;Framsóknarflokkurinn;;;;;;;;x
ICL_anarcho_liberal;Besti flokkurinn;Besti flokkurinn;Besti flokkurinn;;Besti flokkurinn;;;;;;;;x
ICL_socialist;Althýedduflokkurinn;Althýedduflokkurinn;Alth_edduflokkurinn;;Althýedduflokkurinn;;;;;;;;x
ICL_communist;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;;Kommúnistaflokkur Íslands;;;;;;;;x
ICL_fascist;Flokkur Thjóeddernissinna;Flokkur Thjóeddernissinna;Flokkur Thjóeddernissinna;;Flokkur Thjóeddernissinna;;;;;;;;x
ANY_CORE_LIMITED;Para qualquer núcleo que é\n;Pour tout territoire clé qui est\n;Für jede Kernprovinz, für die gilt:\n;;Para cualquier núcleo que esté\n;;;;;;;;x
ANY_CORE_NORMAL;Todas as províncias centrais terá\n;Tous les territoires clés obtiennent\n;Alle Kernprovinzen erhalten\n;;Todas las provincias núcleo recibirán\n;;;;;;;;x
POLITICS_NOT_BEFORE;Nós não podemos mudar partido no poder novamente antes de §Y$DATE$§W.;Nous ne pouvons pas changer de parti dirigeant avant §Y$DATE$§W.;Ein erneuter Wechsel der Regierungspartei ist vor §Y$DATE$§W unmöglich.;;No podemos cambiar de nuevo el partido gobernante hasta el §Y$DATE$§W.;;;;;;;;x
POLITICS_NOT_ACCEPTED;A nossa forma de governo não permite partidos §Y$WHICH$§W.;Notre forme de gouvernement n’autorise pas les partis §Y$WHICH$§W.;Unsere Regierungsform gestattet keine §Y$WHICH$en§W Parteien.;;Nuestra forma de gobierno no permite partidos §Y$WHICH$§W.;;;;;;;;x
RELEASE_PRESTIGE;Prestigio: ;Prestige : ;Prestige: ;;Prestigio: ;;;;;;;;x
RELEASE_INFAMY;Infâmia: ;Infamie : ;Infamie: ;;Infamia: ;;;;;;;;x
EVTDESC80000;Os russos exigiram que deveríamos concordar com o roubo do nosso legítimo território. Isso é ultrajante, mas não temos saída a não ser aceitar as suas exigências. Se fizermos, isso garantiria a nossa soberania contra as outras potências europeias. Além disso, podemos ser incapaz de derrotar os russos se eles quiserem resolver esse problema pela força.;Les Russes exigent que nous acquiescions au vol de notre territoire légitime. C’est un outrage, mais nous n’avons pas d’autre choix que de céder à leurs exigences. Si nous cédons, nous assurerons par là notre souveraineté à l’égard des autres européens. De plus, nous serions dans l’incapacité de vaincre si les Russes décidait de résoudre la situation par la force.;Die Russen haben verlangt, dass wir ihren Diebstahl unseres rechtmäßigen Territoriums anerkennen. Dies ist unerhört, aber uns wird vermutlich keine andere Wahl bleiben, als ihren Forderungen zu entsprechen. Falls wir das tun, werden sie uns bei der Behauptung unserer Souveränität den anderen Europäern gegenüber helfen. Sollten sich die Russen entscheiden, diesen Disput mit Waffengewalt zu lösen, würden wir sie vermutlich sowieso nicht schlagen können.;;Los rusos han exigido que reconozcamos lo que es un flagrante robo de nuestro legítimo territorio. Es un ultraje, pero no tenemos más remedio que aceptar sus demandas. Si lo hacemos, garantizarán nuestra soberanía frente a las demás potencias europeas. Además, si decidiéramos oponernos a ellos por la fuerza, tal vez no podríamos derrotarlos.;;;;;;;;;x
EVTOPTA80000;Nós não temos escolha, assine o tratado.;Nous n’avons pas d’autre choix que de signer le traité.;Wir haben keine Wahl. Vertrag unterzeichnen!;;No tenemos alternativa, firmad el tratado.;;;;;;;;;x
EVTOPTB80000;Que o Czar vá para o inferno!;Que le tsar aille au diable !;Der Zar soll in der Hölle schmoren!;;¡Que el zar se vaya al Infierno!;;;;;;;;;x
EVTNAME80001;China rejeita a Convenção;La Chine rejette la convention;China lehnt die Konvention ab;;China rechaza la convención;;;;;;;;;x
EVTDESC80001;O chineses ingratos preferem assistir suas cidades queimarem do que concordar com as nossas legítimas exigências. Você pode aceitar aos desejos dos nossos vizinhos asiáticos.;Les Chinois ingrats préfèrent voir leurs villes brûler que d’accéder à nos demandes légitimes. Peut-être devrons-nous nous accommoder des désirs de nos voisins asiatiques butés.;Die undankbaren Chinesen möchten lieber ihre Städte in Flammen sehen, als unseren rechtmäßigen Forderungen zu entsprechen. Wir müssen den Wünschen unserer widerspenstigen asiatischen Nachbarn wohl nachkommen ...;;Los ingratos chinos prefieren ver arder sus ciudades antes que acceder a nuestras legítimas demandas. Puede que tengamos que doblegarnos a los deseos de nuestros vecinos asiáticos.;;;;;;;;;x
EVTOPTA80001;Sempre que a bandeira russa é levantada, ela não cairá mais!;Là où a été hissé le drapeau russe, il ne peut être amené !;Wo einmal die russische Flagge gehisst wurde, darf sie nicht mehr verschwinden!;;¡Allí donde se ha izado la bandera de Rusia, ya nunca vuelve a arriarse!;;;;;;;;;x
OL_SIEGES;Ocupações;Occupations;Besetzungen;;Ocupaciones;;;;;;;;;x
IS_NOT_BIG_PROD_TRIG;Não é um grande produtor de §Y$VAL$§W.\n;N’est pas un gros producteur de §Y$VAL$§W.\n;Ist KEIN großer Produzent von §Y$VAL$§W.\n;;NO es un gran productor de §Y$VAL$§W.\n;;;;;;;;x
IS_BIG_PROD_TRIG;É um grande produtor de §Y$VAL$§W.\n;Est un gros producteur de §Y$VAL$§W.\n;Ist ein großer Produzent von §Y$VAL$§W.\n;;Es un gran productor de §Y$VAL$§W.\n;;;;;;;;x
HAVE_LOWER_RANK_THAN;Classificação mais baixa do que ;De rang inférieur à ;Niedrigerer Rang als ;;Clasificación menor que ;;;;;;;;x
HAVE_HIGHER_RANK_THAN;Classificação mais alta do que ;De rang supérieur à ;Höherer Rang als ;;Clasificación mayor que ;;;;;;;;x
MUST_NEGOTIATE_WITH_WAR_LEADER_STATUS_QUO;Temos de negociar com o §YLíder de guerra§W inimigo, uma vez que temos acrescentado objetivos militares, e eles adicionado um §YStatus Quo§W.;Nous devons négocier avec le §YWar leader§W ennemi car nous avons ajouté des objectifs de guerre et ils ont ajouté un objectif de §YStatu Quo§W.;Wir müssen mit dem feindlichen §YKriegsführer§W verhandeln, da wir Kriegziele hinzugefügt haben und sie ein §YStatus Quo§W-Kriegsziel hinzugefügt haben.;;Debemos negociar con el §Ylíder de la guerra§W enemigo, porque hemos añadido un objetivo bélico y ellos han hecho lo propio con uno de §YStatus Quo§W;;;;;;;;;x
law_of_guarantees_title;A Lei de Garantias;La loi des garanties;Das Garantiegesetz;;La ley de garantías;;;;;;;;;x
law_of_guarantees_desc;Em 1870 'A Lei de Garantias' foi uma lei aprovada pelo Reino recém-formado da Itália que concedia determinadas honras e privilégios ao Papa, similares as usufruídas pelo rei da Itália, incluindo o direito de enviar e receber embaixadores que teriam imunidade diplomática completa. O Papa Pio IX recusou-se a aceitar a lei, e ele e seus sucessores consideraram um ataque à independência da Santa Sé. O problema não foi conclusivamente resolvido até o Tratado de Latrão em 1929, A Lei de Garantias significava que a capital do novo reino seria em Roma.;En 1870, la « Loi des garanties » fut passée par le tout jeune royaume d’Italie pour résoudre la « question romaine ». Cette loi accordait au pape des privilèges équivalents à ceux du roi, y compris le droit de recevoir et de nommer des ambassadeurs. Le pape Pie IX refusa la loi, que lui-même et ses successeurs considéraient comme une atteinte à l'indépendance du Saint Siège. Si la question ne fut définitivement réglée qu’en 1929 avec le Traité de Latran, la loi des garanties a néanmoins établi que la capitale du nouveau royaume serait Rome.;Mit dem im Jahr 1870 vom neu gegründeten Königreich Italien verabschiedeten 'Garantiegesetz' sollte die 'Römische Frage' gelöst werden. Das Gesetz gestand dem Papst dieselben Privilegien wie dem König selbst zu, einschließlich dem Recht, Botschafter zu entsenden und zu empfangen. Papst Pius IX. lehnte das Gesetz ab, das er und seine Nachfolger als Schmälerung der Unabhängigkeit des Heiligen Stuhls betrachteten. Obwohl das Problem erst in den Lateranverträgen von 1929 endgültig gelöst werden konnte, bedeutete das Garantiegesetz trotzdem, dass die Hauptstadt des jungen Königreichs von jenem Zeitpunkt an Rom war.;;En 1870, con el fin de resolver la 'Cuestión Romana', el recién formado reino de Italia promulgó la 'ley de garantías', en la que se concedían al pontífice privilegios equivalentes a los del rey, incluido el derecho a enviar y recibir embajadores. El papa Pío IX se negó a aceptar la ley, a la que tanto él como sus sucesores consideraron un atentado contra la independencia de la Santa Sede. Aunque el asunto no quedaría permanentemente zanjado hasta el Tratado Laterano de 1929, la ley de garantías suponía que la capital del joven reino estaría en la ciudad de Roma.;;;;;;;;;x
form_byzantine_empire_title;Rei dos Reis, Governantes dos Governantes;Le Roi des Roi;König der Könige, Herrscher der Herrscher;;Rey de reyes, gobernante de gobernantes;;;;;;;;;x
form_byzantine_empire_desc;Com o colapso do Império Otomano, As reivindicações turcas sobre os títulos imperiais romanos, tão cruel e maliciosamente arrancada das mãos dos gregos no sombrio ano de 1453, estão todos fadados ao esquecimento. Constantinopla,  "cidade de Constantino", está novamente, depois de séculos de ocupação turca, em mãos gregas. Tem muitos anos, mas tudo volta ao seu lugar. Bizantinos, proclamam a restauração de nosso império! Tudo um dia volta ao seu lugar de origem.;Avec la chute de l’Empire ottoman, les prétentions ottomanes sur les titres de la Rome impériale, arrachés des mains grecques par traitrise et fourberie en cette sombre année 1453, ne sont plus que des souvenirs oubliés. Constantinople, la ville des désirs d’un homme, est de nouveau grecque après des siècles d’occupation turque. Tandis que les années passaient, notre heure est revenue. Basileos, proclame notre empire restauré !;Durch den Zusammenbruch des osmanischen Reiches wird von den osmanischen Ansprüchen an kaiserlich-römische Titel, die man den Griechen im schwarzen Jahr 1453 so brutal und hinterlistig entrissen hatte, bald nicht mehr als schnell verblassende Erinnerungen übrig sein. Konstantinopel, die Stadt der sieben Hügel, ist nach Jahrhunderten türkischer Besetzung nun wieder in griechischen Händen. Basileos, proklamiere unser Reich als wiederhergestellt!;;Con el colapso del Imperio Otomano, las pretensiones de los turcos con respecto a los títulos imperiales romanos, tan cruel y maliciosamente arrebatadas de manos de los griegos en el sombrío año de 1453, están quedando relegadas a la condición de mero recuerdo. Constantinopla, la 'Ciudad del Deseo del Hombre', vuelve a estar, tras siglos de ocupación turca, en manos de los griegos. Han pasado muchos años, pero todo vuelve a su lugar. ¡Basileos, proclamad la restauración de nuestro imperio!;;;;;;;;;x
form_israel_title;A Declaração de Balfour;La déclaration Balfour;Die Balfour-Deklaration;;La declaración Balfour;;;;;;;;x
form_israel_desc;'O governo de Sua Majestade encara favoravelmente o estabelecimento, na Palestina, de um Lar Nacional para o Povo Judeu, e empregará todos os seus esforços no sentido de facilitar a realização desse objetivo...'\n\nDada a influência que temos na Judéia e Levante, poderíamos emitir uma declaração em que expressa a nossa favorável atitude ao estabelecimento de uma pátria para o povo judeu.;« Le gouvernement de Sa Majesté voit favorablement l’établissement en Palestine d’un territoire national pour le peuple juif, et mettra tout en œuvre pour faciliter la réalisation de cet objectif…\n\nDans la mesure où nous exerçons une influence non négligeable en Judée et au Levant, régions antiques qui virent la naissance de la nation juive, par cette déclaration, nous proclamons notre attitude favorable à l'établissement d'un territoire national pour le peuple juif dans cette région.;Ihrer Majestät Regierung sieht die Etablierung Palästinas als nationale Heimat des jüdischen Volkes wohlwollend, und wird ihr Möglichstes tun, um das Erreichen dieses Ziel zu fördern ...'\n\nDa wir in Judäa und der Levante, den uralten Geburtsstätten der jüdischen Nation, bedeutenden Einfluss haben, können wir unsere Befürwortung der dortigen Etablierung einer nationalen Heimat für das jüdische Volk deklarieren.;;El gobierno de Su Majestad ve con buenos ojos el establecimiento en Palestina de una patria para el pueblo judío y no escatimará esfuerzos para asegurarse de que se alcanza este objetivo...\n\nDada la influencia que ejercemos en Judea y el Levante, hogares ancestrales de la nación judía, podríamos emitir una declaración en la que se exprese nuestra actitud favorable al establecimiento allí de una patria para el pueblo judío.;;;;;;;;x
BYZ_absolute_monarchy;Império Bizantino;Empire byzantin;Byzantinisches Reich;;Imperio Bizantino;;;;;;;;;x
BYZ_proletarian_dictatorship;União dos Temas vermelhos;Union des thèmes rouges;Union der Rotthematiker;;Unión de las Themas Rojas;;;;;;;;;x
BAB;Babilônia;Babylone;Babylon;;Babilonia;;;;;;;;;x
BAB_ADJ;Babilônico;babylonien;Babylonisch;;Babilónica;;;;;;;;;x
BAB_conservative;O Partido do Código Legal;Le parti du code des lois;Die Gesetzbuchpartei;;El Partido del Código Legal;;;;;;;;;x
BAB_liberal;O (Suspenso) Partido dos Jardim;Le parti des jardins (suspendus);Die (Hängende) Gartenpartei;;El Partido de los Jardines (Colgantes);;;;;;;;;x
BAB_reactionary;Seguidores de Hammurabi;Parti hammourabien;Hammurabis Helfer;;Los Seguidores de Hammurabi;;;;;;;;;x
BAB_communist;A facção Zigurate (Marxista-Leninista);La faction ziggourat (marxiste-léniniste);Die Ziggurat-Fraktion (marxistisch-leninistisch);;La Facción Ziggurat (marxista-leninista);;;;;;;;;x
BAB_anarcho_liberal;Frente popular Ama-gi;Front populaire Ama-gi;Ama-gi-Volksfront;;Frente Popular Ama-gi;;;;;;;;;x
BAB_socialist;Os Construtores de torres;Les bâtisseurs de tours;Die Turmbauer;;Los Constructores de Torres;;;;;;;;;x
BAB_fascist;O Zoológico Babilônico;Le Zoo de Babylone;Babylon Zoo;;El Zoo Babilónico;;;;;;;;;x
build_the_tower_of_babylon_title;The Tower of Babel;La tour de Babel;Der Turm von Babylon;;La Torre de Babel;;;;;;;;;x
build_the_tower_of_babylon_desc;Muito pouco progresso tem sido feito nos últimos poucos milhares de anos no maior de todos os projetos de construção já feitos, e iniciado pelos nossos orgulhosos antepassados. Com a recente ascensão do Iraque ao poder e estando no mundo, há alguma conversa (Embora cada vez mais confusa, e incerta) decidimos iniciar o projeto novamente! Com a tecnologia moderna, quem sabe as maravilhas que pode ser feito?;Au cours des derniers millénaires, très peu de progrès ont été faits sur le plus grand projet de construction initié par nos illustres ancêtres. Avec la montée en puissance récente et la nouvelle place dans le concert des nation de l'Iraq, on parle… même si récemment, le discourt s’est fait incompréhensible… de relancer le projet ! Avec la technologie moderne, qui sait quelles merveilles pourraient être accomplies ?;Im Laufe der letzten Jahrtausende wurden beim größten aller Bauprojekte, begonnen von unseren stolzen Vorfahren, kaum noch Fortschritte erzielt. Durch den kürzlichen Aufstieg des Iraks zu Macht und Ansehen in der Welt gibt es Gespräche ... die in letzter Zeit merkwürdigerweise nur schwer zu verstehen waren ... das Projekt wieder aufzunehmen! Welche Wunder wohl durch den Einsatz moderner Technologie möglich wären?;;En los últimos milenios apenas se han hecho progresos en el mayor de los proyectos de construcción iniciado por nuestros orgullosos antepasados. ¡Con el reciente ascenso de Irak en el concierto de las naciones, cada vez más voces (aunque cada vez más confusas, también es cierto) hablan de reiniciar el proyecto! Con la tecnología moderna, ¿quién sabe qué maravillas se podrían alcanzar?;;;;;;;;;x
EVTNAME4430;Pressão por reformas;Pression pour des réformes;Forderung nach Reformen;;Petición de reformas;;;;;;;;;x
EVTDESC4430;"Como um amor que se atreve a mudar de uma forma manipuladora"\n-- Reina\n\nO clima político em $COUNTRY$ tomou recentemente um rumo pior, A medida que mais e mais de nossos súditos leais estão começando a questionar a sabedoria do nosso menos do que representacional senado. O Senado é cada vez mais visto como a única instituição a principal responsável pela asfixia constante de todas as tentativas e iniciativas destinadas à reforma política, e as pessoas estão exigindo que os patentes fundadores da instituição seja redesenhado para permitir uma representação mais ampla.;« Et l’amour vous défie de changer la manière dont nous nous occupons de nous-mêmes »\n-- Queen\n\n Le climat politique en $COUNTRY$ s’est considérablement dégradé alors que de plus en plus de nos loyaux sujets mettent en doute la sagesse de notre chambre haute, si peu représentative. La chambre haute est vue de plus en plus comme l’institution responsable de l’étouffement permanent des tentatives et initiatives visant aux réformes politiques, et le peuple exige que les chartes fondatrices de nos institutions soient amendées afin de permettre une représentation plus large.;And love dares you to change our way of caring, about ourselves.'\n-- Die Queen\n\nDas politische Klima in $COUNTRY$ hat kürzlich eine Wende zum Schlechteren genommen, und immer mehr unserer loyalen Unteranen beginnen, die Weisheit unseres nicht besonders repräsentativen Oberhauses anzuzweifeln. Das Oberhaus wird zunehmend als die Institution angesehen, die dafür verantwortlich ist, dass sämtliche politischen Reformversuche und -initiativen abgeschmettert werden. Das Volk verlangt die Neuaufsetzung der Grundprinzipien der Verfassung, um eine breitere Repräsentation zu ermöglichen.;;Y el amor que se atreve a cambiar la forma en que nos manejan\n-- Reina\n\nEl clima político en $COUNTRY$ ha dado últimamente un giro para peor, pues cada vez son más los súbditos nuestros que cuestionan la falta de representatividad de la cámara alta. El pueblo la considera responsable de que constantemente se frustren las iniciativas de reforma política y comienza a pedir que se reforme su carta fundacional para abrir sus puertas a una representatividad más amplia.;;;;;;;;;x
EVTOPTA4430;Somente os loucos riem sob pressão. O sistema está desmoronando.;Rires déments sous la pression. Nous craquons.;Der Wahnsinn nimmt seinen Lauf - aber wir geben dem Druck nach.;;Solo los locos se ríen bajo presión. El sistema se desmorona.;;;;;;;;;x
EVTOPTB4430;Eles não podem nos dar mais uma chance?;Ne pouvons-nous pas nous donner une autre chance ?;Können wir uns selbst nicht noch eine Chance geben?;;¿No podemos darnos una oportunidad más?;;;;;;;;;x
#ADM_DESC;Os gastos com administração permite que seus burocratas executem e mantenham uma burocracia saudável, aumentando assim sua eficiência administrativa. Com uma eficiência administrativa baixa significa que você vai efetivamente pagar mais quando o governo gastar dinheiro. As bases dos preços para todos os gastos do governo sempre aumenta com o inverso de sua eficiência administrativa para determinar o custo real.;Les dépenses pour l’administration permettent à vos bureaucrates de maintenir une administration saine à l’efficacité renforcée. Une faible efficacité administrative fait que vous payez plus pour chaque projet dans lequel le gouvernement investit. Le coût de base des dépenses de l’État est toujours modifié par l’inverse de votre efficacité administrative pour en déterminer le prix final.;Verwaltungsausgaben ermöglichen Ihren Bürokraten die Beibehaltung einer reibungslosen Bürokratie und die Erhöhung Ihrer Verwaltungseffizienz. Eine niedrige Verwaltungseffizienz würde bedeuten, dass Sie letztendlich mehr zahlen, wann immer die Regierung Geld ausgibt. Der Basispreis für alle Regierungsausgaben wird immer durch die Umkehr Ihrer Verwaltungseffizienz erhöht, um die tatsächlichen Kosten zu ermitteln.;;El gasto en administración permite que tus burócratas mantengan una burocracia firme que aumentará la eficacia administrativa. Una baja eficiencia administrativa significa que, en la práctica, pagas más cada vez que el gobierno gasta dinero. Los precios básicos de los gastos realizados por el gobierno aumentan en proporción inversa a tu eficiencia administrativa a la hora de determinar los costes finales.;;;;;;;;;x
RELEASE_PLAY_AS;Jogar com;Jouer;Spielen als:;;Jugar con;;;;;;;;;x
EGY_921;Palestina;Palestine;Palästina;;Palestina;;;;;;;;;x
raise_the_bonnie_blue_flag_title;Bandeira Bonnie Blue!;Le Bonnie Blue Flag !;Die Bonnie Blue Flag!;;¡La Bonnie Blue!;;;;;;;;;x
raise_the_bonnie_blue_flag_desc;"Hurrah! Hurrah!\nPelos direitos Sulistas, Hurra!\nHurra a Bandeira Bonnie Blue'\nDe Uma Só Estrela!"\nA 'Bandeira Bonnie Blue'  ("bonnie" é uma palavra Escocesa que significa "bela") foi a primeira, não oficial bandeira da confederação, e também o título de um som da marcha popular de 1861 feito por Harry McCarthy. Hasteie a bandeira Bonnie Blue, e assista a marcha de recrutas.;« Hourra ! Hourra !\nPour les droits du Sud, hourra !\nHourra pour le Bonnie blue flag qui ne porte qu’une étoile ! »\n\n le « Bonnie Blue Flag » fut le premier drapeau, non officiel, de la Confédération des États du Sud et le titre d’une marche confédérée célèbre écrite en 1861 par Harry Mac Carthy. Dressons le Bonnie Blue Flag et voyons accourir les recrues à l’appel de notre bannière.;Hurrah! Hurrah!\nFor Southern rights, hurrah!\nHurrah for the Bonnie Blue Flag that bears a single star!'\n\nDie 'Bonnie Blue Flag' war die erste, wenngleich inoffizielle Flagge der Konföderation. Sie trug den Namen eines beliebten konföderierten Marschliedes von 1861 aus der Feder von Harry McCarthy, das dieselbe Flagge besang. Hissen Sie die Bonnie Blue, und die Rekruten werden zu unseren Bannern strömen.;;¡Hurra! ¡Hurra!\n¡Por obtener los derechos del sur, hurra!\n¡Hurra por la bandera Bonnie Blue que lleva una estrella!\n\nLa 'Bonnie Blue' fue la primera y oficiosa bandera de la Confederación, así como el título de una popular marcha confederada compuesta por Harry McCarthy en 1861 como homenaje a ella. Levantemos la Bonnie Blue y que los reclutas acudan en bloque a nuestras filas.;;;;;;;;;x
the_bonnie_blue_flag;A Bandeira Bonnie Blue;Le Bonnie Blue Flag;Die Bonnie Blue Flag;;La Bonnie Blue;;;;;;;;;x
the_bonnie_blue_flag_desc;Uma única estrela branca em um campo azul leva nossas tropas para a batalha.;Une seule étoile sur fond bleu mène nos troupes à la bataille.;Ein einzelner weißer Stern auf blauem Hintergrund führt unsere Truppen in die Schlacht.;;Una estrella blanca sobre un campo azul guía a nuestras tropas al campo de batalla.;;;;;;;;;x
trinket_wage;Salários mínimos testemunhaisTrinket Minimum Wage;Salaire minimum de pacotille;Sach-Mindestlohn;;Salarios mínimos testimoniales;;;;;;;;;x
